Day,Temperature
181,11.638611298937008
182,8.414789840497765
183,7.729110050547456
184,10.577668227079384
185,8.907740934280342
186,10.524801827697292
187,9.785678060645141
188,8.436290927428264
189,6.631527457037774
190,5.039082888839562
191,6.919982142067841
192,9.270692394569197
193,7.731688702376975
194,4.5584290956723805
195,7.143548120105425
196,7.316049705998494
197,4.526952420383705
198,6.352467820970948
199,5.912957308903759
200,3.2633671152364028
201,6.018969106659166
202,6.180441819368516
203,6.9819177962895544
204,6.681898143123295
205,1.5790417860263481
206,2.2204957703227572
207,4.889731152183003
208,4.652566802281108
209,4.422313607354668
210,10.866862578682557
211,4.074388406278375
212,4.977040673730845
213,4.3893763252997715
214,3.5618466373738067
215,1.4085107882903118
216,3.3393318628767736
217,0.06051063477221241
218,0.9197787679551173
219,0.2124941199546927
220,1.1393873303988056
221,5.400048133897101
222,-3.1659726041210137
223,1.7416996822005724
224,-3.052777100515579
225,-0.9648216947818662
226,1.9663000517794917
227,-0.2706583651137311
228,-2.7392437074662728
229,-2.1957611236593584
230,0.4158321865720369
231,-2.5790634261632097
232,-0.8570852338161745
233,-1.3671855120505152
234,-2.9264613157172423
235,2.503140352469935
236,-0.6749049121032085
237,-6.147484368129384
238,-1.875162142149881
239,-3.718885910395417
240,-0.8340155216870999
241,-4.2637773371613505
242,-3.0443054291812017
243,-1.9371573627877583
244,-1.3440843922995824
245,-5.600775873714587
246,-3.989862311124292
247,-4.387479983345545
248,-4.856995500017685
249,-0.1281609708510496
250,-2.9537909689689896
251,-6.386128741566491
252,-2.1251350714601376
253,0.1910921995937933
254,-2.0764866297540157
255,-7.264163632090601
256,-5.273683095189185
257,-1.8469449564362015
258,-5.867397159699792
259,-3.631427889068504
260,-3.032504842577244
261,-6.494019202641688
262,-4.813256086805951
263,-11.22643295983788
264,-6.837997532126034
265,-5.335300156271426
266,-7.362277323831519
267,-1.6340301311479442
268,-7.786862422431726
269,-5.8299724997065185
270,-4.707276258408701
271,-2.100649155643272
272,-7.864918512669239
273,-2.6724223755111485
274,-4.979394974003677
275,-6.959544831794266
276,-4.064543220068711
277,-4.578411926186524
278,-6.160308350939922
279,-4.7991807722276505
280,-5.683895797132799
281,-4.65629845076649
282,-3.5247260772682014
283,-1.6382080036190914
284,-7.2427382489350824
285,-0.45353030476160594
286,-8.571900721629856
287,-4.915077017657476
288,-3.3743244148034526
289,-3.92411532935276
290,-5.662345797725699
291,-4.759766899593138
292,-5.25184961374497
293,-5.362675325295565
294,-2.3986366750863803
295,-3.2935274604137827
296,-5.298944444209257
297,-2.0153695648830183
298,-3.097320781026787
299,-1.9794829543616215
300,-2.2352053609364257
301,-5.0377102187373755
302,-4.381374729544394
303,-1.6437883669171265
304,-1.7911047900770272
305,-2.9232625620653425
306,-2.512601606295351
307,-0.05394629294032516
308,-3.650702173158778
309,-1.2279535371961425
310,-2.5774711899782057
311,-2.455778729074596
312,0.3333688526227192
313,-0.05360506808558152
314,0.08579686874220527
315,1.2363704871302197
316,-1.1625736321828082
317,0.3326505981301411
318,-1.4751940876255962
319,-0.026516629249740853
320,-0.7521610145100752
321,-0.11179957836957607
322,1.0736597683796423
323,-1.5609606401011307
324,4.455331135846193
325,-1.5435192763520664
326,-1.7590784521884855
327,3.189068695273239
328,2.6624250835144108
329,2.536235532297292
330,2.7561646741617842
331,1.6889767567918668
332,0.13541368395384823
333,2.3003750059041983
334,1.0156124191942137
335,4.543606214435842
336,2.524877635258899
337,1.3957515428722083
338,2.633788190587854
339,4.334229020294773
340,2.6146468552072957
341,2.333239370777531
342,4.702423329329713
343,4.944064998857348
344,3.6809718166121597
345,3.995079894851653
346,5.645054949329795
347,2.5300129471610107
348,2.857835958037742
349,4.483739194483549
350,5.742806269833483
351,7.04172364110676
352,9.621889738836604
353,8.63875174837475
354,6.856722292424487
355,7.392570421472455
356,5.680308960760167
357,7.903792146316243
358,7.619562048669432
359,9.098911658964647
360,7.056066131833654
361,10.006656626447535
362,12.291182817656344
363,9.266155528745097
364,10.545223101860353
365,11.380287983422233
